1:ItNr	2:Metric	2:Metric0	2:Metric1	3:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Metric-LC	Metric-OC	Metric-PC	Time0[ms]	Time1[ms]	Time[ms]	||Gradient-LC||	||Gradient-OC||	||Gradient-PC||
296	-0.418202	-0.838741	0.002338	0.125000	0.000081	0.000075	0.000018	0.0000000114	0.0007544426	0.0000817373	45.8	15.3	61.3	0.0000003394	0.0000404257	0.0000451213
297	-0.418200	-0.838740	0.002341	0.125000	0.000084	0.000075	0.000018	0.0000000114	0.0007558544	0.0000817581	48.1	15.1	63.3	0.0000003398	0.0000404359	0.0000451111
298	-0.418201	-0.838748	0.002345	0.125000	0.000080	0.000075	0.000018	0.0000000115	0.0007576337	0.0000817980	44.7	15.6	60.3	0.0000003401	0.0000404637	0.0000451076
299	-0.418200	-0.838747	0.002348	0.125000	0.000081	0.000075	0.000017	0.0000000115	0.0007590714	0.0000818180	43.9	16.0	60.0	0.0000003405	0.0000404740	0.0000450971
300	-0.418201	-0.838754	0.002352	0.125000	0.000080	0.000075	0.000017	0.0000000115	0.0007608058	0.0000818407	49.3	15.5	64.9	0.0000003408	0.0000404954	0.0000450859
301	-0.418200	-0.838754	0.002355	0.125000	0.000081	0.000075	0.000017	0.0000000115	0.0007624019	0.0000818598	44.9	15.4	60.5	0.0000003412	0.0000405088	0.0000450740
302	-0.418201	-0.838761	0.002359	0.125000	0.000080	0.000075	0.000017	0.0000000116	0.0007641384	0.0000818802	46.2	15.3	61.7	0.0000003416	0.0000405289	0.0000450617
303	-0.418199	-0.838761	0.002362	0.125000	0.000081	0.000075	0.000017	0.0000000116	0.0007657439	0.0000818981	48.9	14.9	64.0	0.0000003420	0.0000405425	0.0000450495
304	-0.418201	-0.838768	0.002366	0.125000	0.000080	0.000075	0.000017	0.0000000116	0.0007674784	0.0000819169	46.7	19.1	66.0	0.0000003423	0.0000405621	0.0000450365
305	-0.418199	-0.838768	0.002369	0.125000	0.000081	0.000075	0.000017	0.0000000116	0.0007690786	0.0000819342	46.9	15.9	62.9	0.0000003427	0.0000405753	0.0000450241
306	-0.418202	-0.838776	0.002373	0.125000	0.000080	0.000075	0.000017	0.0000000117	0.0007708205	0.0000819533	45.7	14.9	60.8	0.0000003431	0.0000405952	0.0000450114
307	-0.418200	-0.838776	0.002376	0.125000	0.000081	0.000075	0.000017	0.0000000117	0.0007724220	0.0000819708	53.9	14.6	68.6	0.0000003435	0.0000406084	0.0000449990
308	-0.418202	-0.838783	0.002380	0.125000	0.000080	0.000075	0.000017	0.0000000117	0.0007741710	0.0000819904	44.6	14.8	59.6	0.0000003438	0.0000406285	0.0000449866
309	-0.418201	-0.838786	0.002384	0.125000	0.000081	0.000075	0.000017	0.0000000117	0.0007758362	0.0000820127	46.3	15.6	62.0	0.0000003442	0.0000406438	0.0000449759
310	-0.418201	-0.838790	0.002387	0.125000	0.000081	0.000075	0.000017	0.0000000118	0.0007776259	0.0000820392	52.6	17.3	70.3	0.0000003446	0.0000406649	0.0000449660
311	-0.418200	-0.838790	0.002391	0.125000	0.000081	0.000075	0.000017	0.0000000118	0.0007793461	0.0000820658	47.7	15.5	63.3	0.0000003450	0.0000406826	0.0000449568
312	-0.418201	-0.838797	0.002395	0.125000	0.000081	0.000075	0.000017	0.0000000118	0.0007811232	0.0000820935	49.8	15.4	65.3	0.0000003454	0.0000407037	0.0000449471
313	-0.418201	-0.838801	0.002399	0.125000	0.000081	0.000075	0.000017	0.0000000119	0.0007828741	0.0000821274	46.5	15.7	62.3	0.0000003458	0.0000407234	0.0000449408
314	-0.418201	-0.838805	0.002403	0.125000	0.000081	0.000075	0.000017	0.0000000119	0.0007847011	0.0000821618	46.4	15.5	62.0	0.0000003462	0.0000407472	0.0000449339
315	-0.418199	-0.838805	0.002407	0.125000	0.000081	0.000075	0.000017	0.0000000119	0.0007864545	0.0000821962	45.8	15.0	60.9	0.0000003466	0.0000407671	0.0000449280
316	-0.418201	-0.838813	0.002411	0.125000	0.000081	0.000075	0.000017	0.0000000119	0.0007882861	0.0000822303	49.1	15.4	64.5	0.0000003470	0.0000407910	0.0000449210
317	-0.418199	-0.838813	0.002415	0.125000	0.000082	0.000075	0.000017	0.0000000120	0.0007900553	0.0000822684	49.1	15.8	65.0	0.0000003474	0.0000408122	0.0000449167
318	-0.418201	-0.838820	0.002419	0.125000	0.000081	0.000075	0.000017	0.0000000120	0.0007919006	0.0000823051	44.7	15.5	60.3	0.0000003477	0.0000408369	0.0000449107
319	-0.418199	-0.838821	0.002423	0.125000	0.000081	0.000075	0.000017	0.0000000120	0.0007936787	0.0000823445	42.2	16.1	58.4	0.0000003481	0.0000408586	0.0000449070
320	-0.418200	-0.838828	0.002427	0.125000	0.000081	0.000075	0.000017	0.0000000120	0.0007955248	0.0000823800	47.3	15.7	63.1	0.0000003485	0.0000408830	0.0000449007
321	-0.418200	-0.838832	0.002431	0.125000	0.000081	0.000075	0.000017	0.0000000121	0.0007973350	0.0000824222	46.8	15.3	62.3	0.0000003489	0.0000409058	0.0000448979
322	-0.418200	-0.838836	0.002435	0.125000	0.000081	0.000075	0.000017	0.0000000121	0.0007992000	0.0000824610	46.6	16.0	62.7	0.0000003493	0.0000409307	0.0000448928
323	-0.418201	-0.838841	0.002439	0.125000	0.000081	0.000075	0.000017	0.0000000121	0.0008010189	0.0000825010	57.7	15.2	73.0	0.0000003497	0.0000409529	0.0000448890
324	-0.418201	-0.838845	0.002443	0.125000	0.000081	0.000075	0.000016	0.0000000122	0.0008028905	0.0000825385	47.0	15.4	62.5	0.0000003501	0.0000409777	0.0000448835
325	-0.418200	-0.838848	0.002447	0.125000	0.000081	0.000075	0.000016	0.0000000122	0.0008047041	0.0000825746	43.2	15.8	59.1	0.0000003505	0.0000409992	0.0000448780
326	-0.418200	-0.838852	0.002451	0.125000	0.000081	0.000075	0.000016	0.0000000122	0.0008065724	0.0000826065	49.5	15.4	65.1	0.0000003509	0.0000410222	0.0000448700
327	-0.418200	-0.838856	0.002456	0.125000	0.000080	0.000075	0.000016	0.0000000122	0.0008084379	0.0000826441	44.9	15.2	60.2	0.0000003513	0.0000410453	0.0000448648
328	-0.418200	-0.838860	0.002460	0.125000	0.000081	0.000075	0.000016	0.0000000123	0.0008102901	0.0000826752	48.9	14.7	63.7	0.0000003517	0.0000410672	0.0000448565
329	-0.418200	-0.838863	0.002464	0.125000	0.000081	0.000075	0.000016	0.0000000123	0.0008121251	0.0000827155	46.2	15.5	61.8	0.0000003521	0.0000410894	0.0000448522
330	-0.418200	-0.838867	0.002468	0.125000	0.000081	0.000075	0.000016	0.0000000123	0.0008140196	0.0000827515	47.6	16.2	63.9	0.0000003525	0.0000411136	0.0000448458
331	-0.418200	-0.838871	0.002472	0.125000	0.000080	0.000075	0.000016	0.0000000123	0.0008158843	0.0000827906	45.5	16.3	62.0	0.0000003529	0.0000411369	0.0000448414
332	-0.418199	-0.838875	0.002476	0.125000	0.000081	0.000075	0.000016	0.0000000124	0.0008177497	0.0000828234	50.1	15.7	65.9	0.0000003533	0.0000411593	0.0000448338
333	-0.418199	-0.838879	0.002480	0.125000	0.000081	0.000075	0.000016	0.0000000124	0.0008196176	0.0000828618	49.3	15.8	65.2	0.0000003537	0.0000411820	0.0000448289
334	-0.418199	-0.838882	0.002484	0.125000	0.000080	0.000075	0.000016	0.0000000124	0.0008214996	0.0000828964	48.8	15.5	64.5	0.0000003541	0.0000412050	0.0000448220
335	-0.418199	-0.838886	0.002488	0.125000	0.000080	0.000075	0.000016	0.0000000125	0.0008233490	0.0000829322	44.7	16.0	60.8	0.0000003545	0.0000412268	0.0000448164
336	-0.418199	-0.838890	0.002492	0.125000	0.000080	0.000075	0.000016	0.0000000125	0.0008251905	0.0000829601	48.8	15.7	64.7	0.0000003549	0.0000412482	0.0000448073
337	-0.418198	-0.838893	0.002497	0.125000	0.000080	0.000075	0.000016	0.0000000125	0.0008270327	0.0000829928	47.3	15.1	62.5	0.0000003553	0.0000412685	0.0000448002
338	-0.418198	-0.838897	0.002500	0.125000	0.000080	0.000075	0.000016	0.0000000125	0.0008288795	0.0000830190	41.7	15.5	57.3	0.0000003556	0.0000412895	0.0000447905
339	-0.418198	-0.838900	0.002504	0.125000	0.000080	0.000075	0.000016	0.0000000126	0.0008307071	0.0000830477	44.2	16.1	60.4	0.0000003560	0.0000413090	0.0000447821
340	-0.418198	-0.838904	0.002508	0.125000	0.000080	0.000075	0.000016	0.0000000126	0.0008325564	0.0000830709	44.9	16.3	61.4	0.0000003564	0.0000413287	0.0000447710
341	-0.418197	-0.838907	0.002512	0.125000	0.000079	0.000075	0.000016	0.0000000126	0.0008343754	0.0000830979	43.9	15.6	59.7	0.0000003568	0.0000413477	0.0000447620
342	-0.418197	-0.838911	0.002516	0.125000	0.000080	0.000075	0.000016	0.0000000127	0.0008362181	0.0000831204	47.6	15.0	62.7	0.0000003572	0.0000413669	0.0000447506
343	-0.418197	-0.838914	0.002520	0.125000	0.000079	0.000075	0.000016	0.0000000127	0.0008380499	0.0000831476	46.2	16.5	62.8	0.0000003576	0.0000413860	0.0000447417
344	-0.418197	-0.838918	0.002524	0.125000	0.000079	0.000075	0.000016	0.0000000127	0.0008398947	0.0000831699	47.2	15.5	62.8	0.0000003580	0.0000414051	0.0000447304
345	-0.418196	-0.838921	0.002528	0.125000	0.000079	0.000075	0.000016	0.0000000127	0.0008417188	0.0000831958	45.8	15.3	61.2	0.0000003584	0.0000414236	0.0000447210
346	-0.418196	-0.838924	0.002532	0.125000	0.000079	0.000075	0.000016	0.0000000128	0.0008435723	0.0000832216	41.6	15.7	57.4	0.0000003588	0.0000414430	0.0000447115
347	-0.418196	-0.838928	0.002536	0.125000	0.000079	0.000075	0.000016	0.0000000128	0.0008454133	0.0000832443	46.7	15.3	62.2	0.0000003592	0.0000414617	0.0000447005
348	-0.418196	-0.838931	0.002540	0.125000	0.000079	0.000075	0.000016	0.0000000128	0.0008472565	0.0000832701	46.9	16.1	63.1	0.0000003596	0.0000414807	0.0000446911
349	-0.418195	-0.838935	0.002544	0.125000	0.000079	0.000075	0.000016	0.0000000128	0.0008491071	0.0000832929	45.8	15.4	61.3	0.0000003599	0.0000414995	0.0000446801
350	-0.418195	-0.838938	0.002548	0.125000	0.000079	0.000075	0.000016	0.0000000129	0.0008509414	0.0000833177	44.1	15.8	60.1	0.0000003603	0.0000415177	0.0000446703
351	-0.418195	-0.838941	0.002552	0.125000	0.000079	0.000074	0.000016	0.0000000129	0.0008527872	0.0000833375	43.1	15.1	58.3	0.0000003607	0.0000415360	0.0000446581
352	-0.418194	-0.838945	0.002556	0.125000	0.000079	0.000074	0.000016	0.0000000129	0.0008546229	0.0000833620	42.4	15.5	58.0	0.0000003611	0.0000415539	0.0000446482
353	-0.418194	-0.838948	0.002560	0.125000	0.000079	0.000074	0.000016	0.0000000130	0.0008565005	0.0000833864	45.6	15.3	61.0	0.0000003615	0.0000415734	0.0000446377
354	-0.418194	-0.838951	0.002564	0.125000	0.000079	0.000074	0.000016	0.0000000130	0.0008582876	0.0000834052	51.8	16.0	67.9	0.0000003619	0.0000415898	0.0000446262
355	-0.418193	-0.838955	0.002568	0.125000	0.000079	0.000074	0.000016	0.0000000130	0.0008601609	0.0000834287	50.3	15.3	65.7	0.0000003623	0.0000416086	0.0000446154
356	-0.418193	-0.838958	0.002572	0.125000	0.000078	0.000074	0.000016	0.0000000130	0.0008619938	0.0000834472	47.4	16.1	63.6	0.0000003627	0.0000416261	0.0000446032
357	-0.418193	-0.838961	0.002575	0.125000	0.000079	0.000074	0.000016	0.0000000131	0.0008638172	0.0000834635	45.3	15.8	61.2	0.0000003630	0.0000416424	0.0000445898
358	-0.418192	-0.838964	0.002579	0.125000	0.000078	0.000074	0.000016	0.0000000131	0.0008656551	0.0000834816	53.6	15.3	69.0	0.0000003634	0.0000416593	0.0000445775
359	-0.418192	-0.838967	0.002583	0.125000	0.000078	0.000074	0.000016	0.0000000131	0.0008674947	0.0000834973	45.4	14.6	60.2	0.0000003638	0.0000416760	0.0000445638
360	-0.418192	-0.838970	0.002587	0.125000	0.000078	0.000074	0.000016	0.0000000132	0.0008693046	0.0000835158	45.3	15.3	60.8	0.0000003642	0.0000416918	0.0000445520
361	-0.418191	-0.838974	0.002591	0.125000	0.000078	0.000074	0.000016	0.0000000132	0.0008711671	0.0000835310	47.9	15.0	63.0	0.0000003646	0.0000417094	0.0000445382
362	-0.418191	-0.838977	0.002595	0.125000	0.000079	0.000074	0.000015	0.0000000132	0.0008729693	0.0000835469	42.3	15.2	57.6	0.0000003650	0.0000417245	0.0000445249
363	-0.418176	-0.838951	0.002599	0.125000	0.000079	0.000074	0.000016	0.0000000132	0.0008748369	0.0000835637	44.4	16.3	60.9	0.0000003654	0.0000417423	0.0000445121
364	-0.418176	-0.838954	0.002602	0.125000	0.000079	0.000074	0.000015	0.0000000133	0.0008766722	0.0000835872	49.8	15.2	65.2	0.0000003658	0.0000417590	0.0000445019
365	-0.418175	-0.838957	0.002606	0.125000	0.000078	0.000074	0.000015	0.0000000133	0.0008785535	0.0000836054	44.8	14.8	59.8	0.0000003661	0.0000417775	0.0000444894
366	-0.418175	-0.838961	0.002610	0.125000	0.000078	0.000074	0.000015	0.0000000133	0.0008803853	0.0000836266	49.2	16.4	65.7	0.0000003665	0.0000417940	0.0000444785
367	-0.418176	-0.838966	0.002614	0.125000	0.000078	0.000074	0.000015	0.0000000134	0.0008822709	0.0000836450	44.2	14.9	59.2	0.0000003669	0.0000418123	0.0000444659
368	-0.418175	-0.838969	0.002618	0.125000	0.000078	0.000074	0.000015	0.0000000134	0.0008841238	0.0000836668	49.6	15.1	64.9	0.0000003673	0.0000418297	0.0000444553
369	-0.418175	-0.838972	0.002622	0.125000	0.000078	0.000074	0.000015	0.0000000134	0.0008860108	0.0000836857	48.4	15.4	63.9	0.0000003677	0.0000418481	0.0000444431
370	-0.418175	-0.838976	0.002626	0.125000	0.000078	0.000074	0.000015	0.0000000134	0.0008878734	0.0000837089	45.6	15.2	60.9	0.0000003681	0.0000418658	0.0000444331
371	-0.418174	-0.838979	0.002630	0.125000	0.000078	0.000074	0.000015	0.0000000135	0.0008897731	0.0000837294	50.3	16.0	66.4	0.0000003685	0.0000418845	0.0000444216
372	-0.418174	-0.838982	0.002634	0.125000	0.000079	0.000074	0.000015	0.0000000135	0.0008916407	0.0000837507	49.0	15.2	64.4	0.0000003688	0.0000419021	0.0000444105
373	-0.418173	-0.838985	0.002638	0.125000	0.000078	0.000074	0.000015	0.0000000135	0.0008935476	0.0000837725	48.6	15.9	64.6	0.0000003692	0.0000419210	0.0000443996
374	-0.418173	-0.838988	0.002642	0.125000	0.000078	0.000074	0.000015	0.0000000136	0.0008954191	0.0000837933	52.0	15.2	67.4	0.0000003696	0.0000419382	0.0000443883
375	-0.418173	-0.838992	0.002646	0.125000	0.000078	0.000074	0.000015	0.0000000136	0.0008973246	0.0000838127	44.8	15.9	60.9	0.0000003700	0.0000419564	0.0000443763
376	-0.418172	-0.838995	0.002650	0.125000	0.000078	0.000074	0.000015	0.0000000136	0.0008991843	0.0000838333	42.5	15.7	58.3	0.0000003704	0.0000419731	0.0000443653
377	-0.418172	-0.838998	0.002654	0.125000	0.000079	0.000074	0.000015	0.0000000136	0.0009010969	0.0000838528	45.2	15.4	60.7	0.0000003708	0.0000419920	0.0000443532
378	-0.418171	-0.839001	0.002658	0.125000	0.000079	0.000074	0.000015	0.0000000137	0.0009029835	0.0000838777	45.9	16.0	62.0	0.0000003712	0.0000420097	0.0000443436
379	-0.418171	-0.839005	0.002663	0.125000	0.000079	0.000074	0.000015	0.0000000137	0.0009049101	0.0000839046	51.0	15.3	66.5	0.0000003716	0.0000420296	0.0000443342
380	-0.418171	-0.839008	0.002667	0.125000	0.000079	0.000074	0.000015	0.0000000137	0.0009068471	0.0000839374	49.6	14.8	64.6	0.0000003720	0.0000420501	0.0000443276
381	-0.418170	-0.839011	0.002671	0.125000	0.000078	0.000074	0.000015	0.0000000138	0.0009088005	0.0000839683	49.4	14.8	64.3	0.0000003724	0.0000420720	0.0000443203
382	-0.418170	-0.839015	0.002675	0.125000	0.000079	0.000074	0.000015	0.0000000138	0.0009107032	0.0000839947	40.6	15.6	56.3	0.0000003728	0.0000420908	0.0000443111
383	-0.418170	-0.839020	0.002679	0.125000	0.000079	0.000074	0.000015	0.0000000138	0.0009126697	0.0000840252	45.4	15.5	61.0	0.0000003731	0.0000421124	0.0000443035
384	-0.418170	-0.839023	0.002684	0.125000	0.000079	0.000074	0.000015	0.0000000138	0.0009145764	0.0000840544	45.8	15.5	61.4	0.0000003735	0.0000421314	0.0000442957
385	-0.418169	-0.839026	0.002688	0.125000	0.000078	0.000074	0.000015	0.0000000139	0.0009165366	0.0000840825	47.5	14.7	62.3	0.0000003739	0.0000421525	0.0000442871
386	-0.418169	-0.839029	0.002692	0.125000	0.000079	0.000074	0.000015	0.0000000139	0.0009184392	0.0000841106	45.0	15.6	60.7	0.0000003743	0.0000421710	0.0000442789
387	-0.418168	-0.839033	0.002696	0.125000	0.000078	0.000074	0.000015	0.0000000139	0.0009204040	0.0000841385	45.8	16.2	62.1	0.0000003747	0.0000421920	0.0000442704
388	-0.418168	-0.839036	0.002700	0.125000	0.000078	0.000074	0.000015	0.0000000140	0.0009223041	0.0000841652	44.6	15.1	59.8	0.0000003751	0.0000422100	0.0000442616
389	-0.418167	-0.839039	0.002704	0.125000	0.000078	0.000074	0.000015	0.0000000140	0.0009242636	0.0000841902	41.3	16.1	57.6	0.0000003755	0.0000422301	0.0000442519
390	-0.418167	-0.839042	0.002708	0.125000	0.000078	0.000074	0.000015	0.0000000140	0.0009261723	0.0000842135	49.6	15.2	64.9	0.0000003759	0.0000422479	0.0000442414
391	-0.418166	-0.839046	0.002713	0.125000	0.000078	0.000074	0.000015	0.0000000140	0.0009281283	0.0000842406	47.7	15.4	63.3	0.0000003763	0.0000422678	0.0000442328
392	-0.418166	-0.839049	0.002717	0.125000	0.000078	0.000074	0.000015	0.0000000141	0.0009300458	0.0000842631	47.7	16.2	64.0	0.0000003767	0.0000422856	0.0000442219
393	-0.418166	-0.839052	0.002721	0.125000	0.000077	0.000074	0.000015	0.0000000141	0.0009320006	0.0000842901	44.6	15.3	60.1	0.0000003771	0.0000423053	0.0000442132
394	-0.418165	-0.839055	0.002725	0.125000	0.000078	0.000074	0.000015	0.0000000141	0.0009338810	0.0000843044	47.8	16.0	63.9	0.0000003774	0.0000423211	0.0000441995
395	-0.418165	-0.839058	0.002729	0.125000	0.000077	0.000074	0.000015	0.0000000142	0.0009358294	0.0000843292	46.5	15.2	61.9	0.0000003778	0.0000423398	0.0000441899
396	-0.418164	-0.839061	0.002733	0.125000	0.000077	0.000074	0.000015	0.0000000142	0.0009377155	0.0000843428	50.5	15.2	65.8	0.0000003782	0.0000423555	0.0000441758
397	-0.418163	-0.839064	0.002737	0.125000	0.000078	0.000074	0.000015	0.0000000142	0.0009396070	0.0000843579	47.4	15.2	62.8	0.0000003786	0.0000423713	0.0000441628
398	-0.418163	-0.839067	0.002741	0.125000	0.000079	0.000074	0.000015	0.0000000142	0.0009415702	0.0000843781	49.9	16.3	66.3	0.0000003790	0.0000423904	0.0000441513
399	-0.418163	-0.839071	0.002745	0.125000	0.000077	0.000074	0.000015	0.0000000143	0.0009435512	0.0000844081	45.8	15.0	60.9	0.0000003793	0.0000424118	0.0000441448
400	-0.418162	-0.839074	0.002750	0.125000	0.000078	0.000074	0.000015	0.0000000143	0.0009454642	0.0000844272	45.5	16.1	61.7	0.0000003797	0.0000424286	0.0000441326
401	-0.418161	-0.839077	0.002754	0.125000	0.000078	0.000074	0.000015	0.0000000143	0.0009474220	0.0000844524	47.6	15.2	63.0	0.0000003801	0.0000424474	0.0000441232
402	-0.418161	-0.839080	0.002758	0.125000	0.000078	0.000074	0.000015	0.0000000144	0.0009493700	0.0000844735	61.3	15.7	77.1	0.0000003805	0.0000424655	0.0000441119
403	-0.418160	-0.839083	0.002762	0.125000	0.000078	0.000074	0.000015	0.0000000144	0.0009512955	0.0000844949	43.6	15.0	58.7	0.0000003809	0.0000424820	0.0000441009
404	-0.418160	-0.839086	0.002766	0.125000	0.000077	0.000074	0.000015	0.0000000144	0.0009532486	0.0000845171	47.0	15.3	62.4	0.0000003813	0.0000425012	0.0000440903
405	-0.418159	-0.839089	0.002770	0.125000	0.000077	0.000074	0.000015	0.0000000145	0.0009551610	0.0000845377	49.1	15.6	64.8	0.0000003817	0.0000425169	0.0000440789
406	-0.418159	-0.839092	0.002774	0.125000	0.000077	0.000074	0.000015	0.0000000145	0.0009571204	0.0000845574	48.5	15.7	64.4	0.0000003820	0.0000425351	0.0000440670
407	-0.418158	-0.839095	0.002778	0.125000	0.000077	0.000074	0.000015	0.0000000145	0.0009590253	0.0000845751	46.5	15.6	62.2	0.0000003824	0.0000425505	0.0000440544
408	-0.418158	-0.839098	0.002782	0.125000	0.000077	0.000074	0.000015	0.0000000145	0.0009609790	0.0000845909	44.1	15.0	59.3	0.0000003828	0.0000425675	0.0000440412
409	-0.418157	-0.839101	0.002786	0.125000	0.000078	0.000074	0.000015	0.0000000146	0.0009628989	0.0000846119	45.8	15.7	61.6	0.0000003832	0.0000425835	0.0000440297
410	-0.418157	-0.839104	0.002791	0.125000	0.000078	0.000074	0.000015	0.0000000146	0.0009649088	0.0000846378	49.1	15.6	64.9	0.0000003836	0.0000426045	0.0000440207
411	-0.418156	-0.839107	0.002795	0.125000	0.000078	0.000074	0.000015	0.0000000146	0.0009669151	0.0000846707	42.8	15.6	58.5	0.0000003840	0.0000426248	0.0000440139
412	-0.418155	-0.839110	0.002800	0.125000	0.000078	0.000074	0.000015	0.0000000147	0.0009689465	0.0000847046	50.1	15.2	65.4	0.0000003844	0.0000426475	0.0000440081
413	-0.418153	-0.839110	0.002804	0.125000	0.000079	0.000074	0.000015	0.0000000147	0.0009709004	0.0000847338	45.0	16.1	61.2	0.0000003848	0.0000426656	0.0000439998
414	-0.418153	-0.839113	0.002808	0.125000	0.000077	0.000074	0.000015	0.0000000147	0.0009729562	0.0000847666	45.7	16.0	61.8	0.0000003851	0.0000426888	0.0000439934
415	-0.418152	-0.839116	0.002812	0.125000	0.000079	0.000074	0.000015	0.0000000147	0.0009748504	0.0000847937	43.8	15.0	58.9	0.0000003855	0.0000427051	0.0000439846
416	-0.418148	-0.839114	0.002817	0.125000	0.000077	0.000074	0.000015	0.0000000148	0.0009769085	0.0000848261	46.7	15.6	62.5	0.0000003859	0.0000427287	0.0000439783
417	-0.418148	-0.839117	0.002821	0.125000	0.000078	0.000074	0.000015	0.0000000148	0.0009788295	0.0000848549	41.8	16.1	57.9	0.0000003863	0.0000427457	0.0000439700
418	-0.418147	-0.839120	0.002825	0.125000	0.000078	0.000074	0.000015	0.0000000148	0.0009808876	0.0000848873	48.7	15.3	64.1	0.0000003867	0.0000427686	0.0000439634
419	-0.418147	-0.839123	0.002830	0.125000	0.000078	0.000074	0.000015	0.0000000149	0.0009828747	0.0000849175	45.6	15.0	60.7	0.0000003871	0.0000427878	0.0000439556
420	-0.418146	-0.839126	0.002834	0.125000	0.000078	0.000074	0.000015	0.0000000149	0.0009849149	0.0000849524	43.0	15.7	58.9	0.0000003875	0.0000428087	0.0000439493
421	-0.418146	-0.839130	0.002839	0.125000	0.000078	0.000074	0.000015	0.0000000149	0.0009869585	0.0000849874	45.5	15.5	61.1	0.0000003879	0.0000428305	0.0000439434
422	-0.418145	-0.839134	0.002843	0.125000	0.000078	0.000074	0.000015	0.0000000150	0.0009890123	0.0000850208	68.1	16.2	84.4	0.0000003882	0.0000428523	0.0000439365
423	-0.418145	-0.839137	0.002848	0.125000	0.000078	0.000074	0.000015	0.0000000150	0.0009910559	0.0000850568	49.3	15.3	64.7	0.0000003886	0.0000428736	0.0000439309
424	-0.418144	-0.839140	0.002852	0.125000	0.000078	0.000074	0.000015	0.0000000150	0.0009931050	0.0000850902	46.1	15.2	61.4	0.0000003890	0.0000428953	0.0000439241
425	-0.418144	-0.839145	0.002857	0.125000	0.000078	0.000074	0.000015	0.0000000150	0.0009951426	0.0000851241	47.1	15.7	62.9	0.0000003894	0.0000429159	0.0000439176
426	-0.418144	-0.839149	0.002861	0.125000	0.000078	0.000074	0.000015	0.0000000151	0.0009971984	0.0000851608	47.1	16.1	63.3	0.0000003898	0.0000429372	0.0000439123
427	-0.418143	-0.839152	0.002866	0.125000	0.000078	0.000074	0.000015	0.0000000151	0.0009992621	0.0000851975	41.4	16.6	58.1	0.0000003902	0.0000429589	0.0000439067
428	-0.418143	-0.839155	0.002870	0.125000	0.000078	0.000073	0.000015	0.0000000151	0.0010013137	0.0000852331	47.9	14.9	62.9	0.0000003906	0.0000429802	0.0000439008
429	-0.418142	-0.839159	0.002875	0.125000	0.000078	0.000073	0.000015	0.0000000152	0.0010033868	0.0000852681	46.3	15.8	62.2	0.0000003910	0.0000430022	0.0000438945
430	-0.418141	-0.839162	0.002879	0.125000	0.000078	0.000073	0.000015	0.0000000152	0.0010054582	0.0000853069	46.6	15.6	62.3	0.0000003914	0.0000430242	0.0000438898
431	-0.418141	-0.839165	0.002884	0.125000	0.000078	0.000073	0.000015	0.0000000152	0.0010075343	0.0000853436	45.0	15.2	60.3	0.0000003918	0.0000430462	0.0000438839
432	-0.418140	-0.839168	0.002888	0.125000	0.000079	0.000073	0.000015	0.0000000153	0.0010096004	0.0000853799	47.9	15.4	63.4	0.0000003922	0.0000430670	0.0000438781
433	-0.418139	-0.839172	0.002893	0.125000	0.000078	0.000073	0.000015	0.0000000153	0.0010117206	0.0000854227	46.2	15.4	61.8	0.0000003926	0.0000430906	0.0000438746
434	-0.418139	-0.839175	0.002898	0.125000	0.000078	0.000073	0.000015	0.0000000153	0.0010138043	0.0000854634	41.8	15.0	56.9	0.0000003930	0.0000431130	0.0000438703
435	-0.418138	-0.839179	0.002902	0.125000	0.000078	0.000073	0.000015	0.0000000154	0.0010159132	0.0000855040	47.9	15.2	63.2	0.0000003934	0.0000431361	0.0000438660
436	-0.418138	-0.839182	0.002907	0.125000	0.000078	0.000073	0.000014	0.0000000154	0.0010179906	0.0000855445	46.3	16.3	62.7	0.0000003938	0.0000431581	0.0000438618
437	-0.418137	-0.839185	0.002911	0.125000	0.000078	0.000073	0.000014	0.0000000154	0.0010200966	0.0000855833	47.1	15.8	63.0	0.0000003941	0.0000431810	0.0000438568
438	-0.418136	-0.839188	0.002916	0.125000	0.000078	0.000073	0.000014	0.0000000154	0.0010221671	0.0000856220	42.5	15.3	58.0	0.0000003945	0.0000432023	0.0000438518
439	-0.418136	-0.839192	0.002921	0.125000	0.000078	0.000073	0.000014	0.0000000155	0.0010242781	0.0000856604	48.5	16.3	65.0	0.0000003949	0.0000432248	0.0000438465
440	-0.418135	-0.839195	0.002925	0.125000	0.000078	0.000073	0.000014	0.0000000155	0.0010263510	0.0000856964	47.0	15.0	62.1	0.0000003953	0.0000432454	0.0000438404
441	-0.418134	-0.839198	0.002930	0.125000	0.000078	0.000073	0.000014	0.0000000155	0.0010284262	0.0000857308	44.7	14.7	59.5	0.0000003957	0.0000432668	0.0000438339
442	-0.418134	-0.839201	0.002934	0.125000	0.000078	0.000073	0.000014	0.0000000156	0.0010305044	0.0000857664	44.8	15.7	60.6	0.0000003961	0.0000432872	0.0000438273
443	-0.418133	-0.839204	0.002939	0.125000	0.000077	0.000073	0.000014	0.0000000156	0.0010325697	0.0000858006	47.8	16.2	64.1	0.0000003965	0.0000433082	0.0000438210
444	-0.418132	-0.839207	0.002943	0.125000	0.000077	0.000073	0.000014	0.0000000156	0.0010346277	0.0000858322	50.0	16.0	66.1	0.0000003969	0.0000433278	0.0000438132
